Datetime,AEP,COMED,DAYTON,DEOK,DOM,DUQ,FE,PJME,PJMW
7/12/2013 10:00,15482,12453,2081,3232,11314,1753,8366,36466,5359
7/12/2013 11:00,16163,13150,2167,3387,11657,1833,8812,37577,5598
7/12/2013 12:00,16663,13806,2222,3467,11827,1929,9072,38393,5749
7/12/2013 13:00,17078,14322,2279,3564,12100,1958,9336,38515,5876
7/12/2013 14:00,17424,14733,2341,3663,12290,1990,9508,38600,5920
7/12/2013 15:00,17584,15254,2371,3734,12328,2016,9499,38412,5947
7/12/2013 16:00,17766,15687,2374,3813,12417,1977,9411,38146,5843
7/12/2013 17:00,17883,15985,2405,3852,12434,1936,9390,37811,5872
7/12/2013 18:00,17800,16185,2404,3853,12409,1911,9317,37475,5795
7/12/2013 19:00,17514,16045,2366,3793,12053,1864,9141,36650,5673
7/12/2013 20:00,16899,15559,2295,3683,11827,1822,8894,36010,5571
7/12/2013 21:00,16452,14784,2203,3530,11833,1790,8628,35918,5527
7/12/2013 22:00,16338,14165,2195,3470,11656,1785,8674,35307,5553
7/12/2013 23:00,15521,13808,2089,3294,10957,1712,8234,33352,5242
7/13/2013 0:00,14191,12806,1887,3046,10085,1593,7565,30808,4813
7/13/2013 1:00,13229,11765,1714,2792,9331,1474,7058,28627,4498
7/13/2013 2:00,12408,10844,1596,2601,8780,1420,6573,27123,4272
7/13/2013 3:00,11899,10181,1513,2466,8403,1379,6277,26041,4132
7/13/2013 4:00,11601,9735,1456,2391,8252,1332,6165,25464,4038
7/13/2013 5:00,11531,9422,1446,2349,8179,1325,6091,25364,3920
7/13/2013 6:00,11684,9301,1469,2359,8234,1358,6118,25688,4064
7/13/2013 7:00,11722,9214,1485,2384,8385,1350,6090,26249,4107
7/13/2013 8:00,12223,9570,1561,2511,9043,1393,6471,27941,4303
7/13/2013 9:00,13196,10384,1710,2753,10154,1535,6992,30481,4649
7/13/2013 10:00,14103,11388,1856,3027,10999,1664,7611,33033,4997
7/13/2013 11:00,15122,12271,1990,3256,11834,1780,8142,35237,5323
7/13/2013 12:00,15774,13084,2090,3413,12592,1875,8567,37079,5583
7/13/2013 13:00,16342,13686,2165,3528,13154,1940,8910,38522,5781
7/13/2013 14:00,16747,14110,2235,3627,13572,1975,9121,39504,5997
7/13/2013 15:00,17112,14442,2285,3740,14007,2016,9254,40486,6159
7/13/2013 16:00,17479,14781,2352,3853,14298,2062,9462,41253,6279
7/13/2013 17:00,17905,15105,2397,3942,14502,2122,9635,41814,6393
7/13/2013 18:00,18079,15321,2435,4001,14589,2153,9627,41968,6426
7/13/2013 19:00,17880,15292,2425,3956,14431,2150,9575,41173,6468
7/13/2013 20:00,17494,14918,2368,3859,13889,2115,9370,40034,6309
7/13/2013 21:00,16910,14347,2280,3739,13494,2065,9029,39457,6152
7/13/2013 22:00,16815,13887,2233,3664,13225,2043,8916,39075,6121
7/13/2013 23:00,16101,13637,2135,3492,12352,1961,8529,36917,5752
7/14/2013 0:00,14812,12815,1957,3227,11314,1828,7927,34255,5328
7/14/2013 1:00,13733,11922,1788,2984,10414,1719,7350,31770,4958
7/14/2013 2:00,12866,11095,1667,2787,9761,1611,6855,30010,4569
7/14/2013 3:00,12424,10489,1580,2633,9270,1556,6552,28665,4429
7/14/2013 4:00,12086,10113,1519,2546,8991,1512,6406,27864,4283
7/14/2013 5:00,11930,9835,1482,2469,8838,1470,6272,27490,4227
7/14/2013 6:00,11865,9674,1478,2453,8897,1460,6258,27394,4159
7/14/2013 7:00,11669,9481,1464,2421,8952,1437,6158,27556,4123
7/14/2013 8:00,12351,9664,1555,2536,9571,1537,6499,29292,4444
7/14/2013 9:00,13667,10443,1751,2849,10698,1712,7230,32120,5008
7/14/2013 10:00,14879,11526,1952,3190,11890,1874,8036,35505,5520
7/14/2013 11:00,16048,12723,2126,3512,13000,2017,8819,38716,6020
7/14/2013 12:00,17082,13924,2290,3764,13918,2140,9518,41432,6351
7/14/2013 13:00,17819,14842,2433,3955,14620,2238,9846,43486,6602
7/14/2013 14:00,18125,15528,2538,4110,15195,2315,10147,44973,6823
7/14/2013 15:00,18857,16047,2607,4242,15603,2383,10398,46210,6963
7/14/2013 16:00,19263,16399,2653,4369,15970,2451,10534,47233,7146
7/14/2013 17:00,19613,16703,2721,4461,16221,2473,10740,48201,7284
7/14/2013 18:00,19854,16933,2777,4543,16190,2513,10690,48735,7408
7/14/2013 19:00,19670,16998,2775,4547,16002,2504,10554,48342,7391
7/14/2013 20:00,19388,16774,2735,4482,15334,2458,10468,46983,7165
7/14/2013 21:00,18855,16242,2669,4308,14789,2380,10274,45620,6907
7/14/2013 22:00,18656,15862,2637,4208,14361,2361,10278,44808,6831
7/14/2013 23:00,17883,15575,2546,4000,13209,2261,9930,41596,6347
7/15/2013 0:00,16588,14535,2364,3692,12326,2116,9163,37877,5770
7/15/2013 1:00,15585,13349,2192,3437,10829,1949,8494,34810,5300
7/15/2013 2:00,14705,12419,2054,3225,10091,1842,8001,32686,5009
7/15/2013 3:00,14209,11737,1964,3079,9484,1768,7728,31207,4800
7/15/2013 4:00,13829,11291,1947,2993,9262,1725,7515,30395,4662
7/15/2013 5:00,13836,11094,1905,2961,9318,1727,7480,30517,4649
7/15/2013 6:00,14193,11209,1974,3080,9759,1766,7849,31632,4836
7/15/2013 7:00,14975,11685,2118,3237,10430,1799,8250,34004,5057
7/15/2013 8:00,16071,12841,2303,3501,11475,1956,9014,37822,5555
7/15/2013 9:00,17436,14478,2503,3768,12621,2167,9740,41365,6045
7/15/2013 10:00,18628,15936,2692,4031,13747,2315,10364,44643,6522
7/15/2013 11:00,19930,17309,2859,4309,14838,2467,11113,47827,7036
7/15/2013 12:00,20921,18522,3012,4475,15740,2583,11779,50403,7466
7/15/2013 13:00,21529,19221,3114,4655,16496,2714,12356,52566,7749
7/15/2013 14:00,22112,19550,3215,4801,16976,2802,12758,54258,8033
7/15/2013 15:00,22294,19759,3248,4872,17434,2795,12890,55341,8117
7/15/2013 16:00,22241,19781,3241,4884,17699,2814,12525,55849,8176
7/15/2013 17:00,22351,19751,3248,4914,17901,2829,12333,56464,8216
7/15/2013 18:00,22272,19536,3256,4969,17891,2817,12302,56839,8306
7/15/2013 19:00,22197,19153,3211,4901,17816,2802,12262,56000,8273
7/15/2013 20:00,21774,18745,3155,4820,17223,2786,12193,54373,8111
7/15/2013 21:00,21254,18261,3053,4655,16534,2719,11976,52777,7780
7/15/2013 22:00,20930,17989,2983,4562,15968,2675,11850,51208,7642
7/15/2013 23:00,19648,17573,2778,4308,14513,2486,11056,46877,6986
7/16/2013 0:00,17797,16347,2547,3951,13069,2293,10140,42610,6307
7/16/2013 1:00,16599,14922,2323,3651,11898,2143,9347,39046,5727
7/16/2013 2:00,15593,13818,2166,3402,11181,2018,8813,36592,5412
7/16/2013 3:00,14874,13068,2044,3223,10585,1926,8366,34843,5228
7/16/2013 4:00,14454,12490,1963,3104,10319,1876,8151,33816,5077
7/16/2013 5:00,14316,12169,1953,3051,10327,1826,8112,33576,5056
7/16/2013 6:00,14644,12219,2012,3144,10737,1912,8369,34504,5203
7/16/2013 7:00,15329,12643,2146,3343,11348,1993,8811,36604,5440
7/16/2013 8:00,16378,13665,2332,3545,12249,2102,9493,40067,5836
7/16/2013 9:00,17697,15173,2528,3841,13271,2288,10396,43085,6252
7/16/2013 10:00,19088,16577,2738,4132,14418,2451,11233,45989,6758
7/16/2013 11:00,20301,17747,2927,4396,15483,2624,11952,48761,7259
7/16/2013 12:00,21375,18778,3049,4588,16637,2759,12394,50954,7641
7/16/2013 13:00,21853,19540,3161,4739,17340,2814,12541,52651,7963
7/16/2013 14:00,22251,20146,3229,4848,17903,2845,12191,53980,8141
7/16/2013 15:00,22569,20733,3272,4899,18198,2868,11954,54927,8265
7/16/2013 16:00,22642,21088,3251,4921,18271,2828,11878,55494,8262
7/16/2013 17:00,22839,21287,3251,4939,18345,2482,11915,55980,8204
7/16/2013 18:00,22705,21381,3239,4910,18239,2433,12118,56068,8105
7/16/2013 19:00,22263,21210,3215,4894,17987,2407,12268,55187,7950
7/16/2013 20:00,21753,20802,3161,4802,17335,2351,12105,53533,7748
7/16/2013 21:00,21183,20188,3068,4673,16694,2320,11823,51839,7488
7/16/2013 22:00,20998,19727,3008,4583,15899,2329,11681,50075,7291
7/16/2013 23:00,19809,19216,2850,4350,14487,2184,11075,45704,6699
7/17/2013 0:00,18170,17810,2610,4028,13098,2031,10167,41734,6093
7/17/2013 1:00,16990,16249,2388,3733,11903,1909,9322,38036,5668
7/17/2013 2:00,15946,14982,2246,3488,11080,1809,8721,35504,5339
7/17/2013 3:00,15261,14054,2113,3324,10522,1749,8311,33860,5119
7/17/2013 4:00,14779,13381,2035,3201,10176,1739,8061,32803,5018
7/17/2013 5:00,14736,12971,2020,3170,10213,1732,8073,32725,4983
7/17/2013 6:00,15227,12919,2085,3275,10668,1802,8339,33802,5157
7/17/2013 7:00,15791,13260,2226,3437,11398,1894,8735,36005,5436
7/17/2013 8:00,16756,14244,2382,3667,12285,2023,9426,39637,5833
7/17/2013 9:00,18129,15780,2575,3966,13327,2170,10277,43053,6231
7/17/2013 10:00,19280,17126,2757,4246,14447,2299,10988,46373,6670
7/17/2013 11:00,20528,18425,2940,4496,15790,2471,11692,49613,7290
7/17/2013 12:00,21712,19601,3090,4723,16841,2605,12276,52104,7695
7/17/2013 13:00,22281,20293,3211,4823,17395,2720,12541,53986,8000
7/17/2013 14:00,22708,20883,3293,4922,17816,2806,12865,55226,8178
7/17/2013 15:00,22793,21383,3325,4960,18001,2818,12891,55859,8327
7/17/2013 16:00,22790,21616,3324,4979,18118,2784,12907,56402,8275
7/17/2013 17:00,22723,21778,3337,4971,18239,2716,12930,57001,8229
7/17/2013 18:00,22568,21801,3337,5028,18192,2652,12872,57200,8197
7/17/2013 19:00,22277,21664,3303,4990,17921,2637,12881,56341,8012
7/17/2013 20:00,21812,21262,3235,4878,17318,2576,12620,54794,7801
7/17/2013 21:00,21187,20720,3112,4746,16804,2552,12314,53228,7558
7/17/2013 22:00,20890,20250,3055,4660,15972,2507,12100,51369,7427
7/17/2013 23:00,19774,19695,2878,4419,14813,2360,11412,47258,6927
7/18/2013 0:00,18152,18244,2617,4095,13446,2207,10468,43066,6319
7/18/2013 1:00,16880,16696,2419,3792,12269,2022,9713,39608,5809
7/18/2013 2:00,16026,15428,2233,3544,11424,1939,9088,37147,5510
7/18/2013 3:00,15359,14533,2104,3369,10847,1874,8689,35500,5302
7/18/2013 4:00,14900,13888,2017,3252,10549,1833,8428,34492,5159
7/18/2013 5:00,14849,13503,1990,3213,10496,1819,8431,34403,5138
7/18/2013 6:00,15262,13438,2063,3309,10962,1872,8690,35474,5345
7/18/2013 7:00,15929,13777,2200,3470,11556,1954,9043,37724,5587
7/18/2013 8:00,16974,14740,2371,3689,12570,2079,9751,41523,6056
7/18/2013 9:00,18118,16283,2550,3988,13727,2250,10606,45025,6480
7/18/2013 10:00,19202,17764,2761,4287,14917,2431,11410,48582,7029
7/18/2013 11:00,20651,19076,2941,4513,16245,2600,12127,51968,7491
7/18/2013 12:00,21841,20267,3082,4720,17221,2751,12628,54762,7976
7/18/2013 13:00,22467,20978,3205,4887,17772,2836,12939,56658,8291
7/18/2013 14:00,22776,21501,3299,5010,18184,2899,13141,57826,8557
7/18/2013 15:00,22858,21949,3331,5057,18409,2940,12959,57996,8548
7/18/2013 16:00,22810,22208,3330,5064,18594,2951,12851,58185,8608
7/18/2013 17:00,22823,22269,3348,5077,18763,2931,12879,58567,8677
7/18/2013 18:00,22687,21989,3358,5109,18713,2915,12782,58685,8651
7/18/2013 19:00,22514,21464,3341,5083,18589,2891,12817,58147,8569
7/18/2013 20:00,22198,20961,3265,4988,17916,2851,12757,56637,8388
7/18/2013 21:00,21769,20458,3150,4838,17430,2797,12399,55386,8142
7/18/2013 22:00,21575,20082,3085,4758,16725,2739,12317,53715,7992
7/18/2013 23:00,20389,19710,2905,4510,15505,2605,11647,49725,7395
7/19/2013 0:00,18802,18424,2654,4172,14154,2388,10762,45734,6780
7/19/2013 1:00,17432,17044,2442,3851,13027,2242,9984,42270,6212
7/19/2013 2:00,16379,15856,2279,3621,12160,2128,9395,39746,5848
7/19/2013 3:00,15690,14971,2153,3421,11639,2037,8895,38003,5552
7/19/2013 4:00,15325,14315,2079,3326,11297,1979,8584,36929,5376
7/19/2013 5:00,15113,13917,2059,3284,11194,1959,8522,36672,5433
7/19/2013 6:00,15504,13858,2116,3359,11498,1971,8781,37664,5538
7/19/2013 7:00,15994,14174,2250,3540,11977,2046,9144,39599,5785
7/19/2013 8:00,16938,15013,2399,3747,12925,2186,9893,43086,6170
7/19/2013 9:00,18142,16496,2599,3992,14012,2366,10703,46572,6678
7/19/2013 10:00,19460,17839,2795,4298,15221,2538,11481,50055,7250
7/19/2013 11:00,20806,19035,2984,4551,16472,2694,12310,53541,7744
7/19/2013 12:00,21764,20165,3125,4686,17519,2779,12734,56117,8111
7/19/2013 13:00,22107,20951,3226,4833,18147,2878,12850,57632,8297
7/19/2013 14:00,22479,21469,3275,4832,18479,2897,13019,58585,8448
7/19/2013 15:00,22439,21875,3242,4653,18664,2896,12950,58983,8355
7/19/2013 16:00,22032,22032,3165,4612,18748,2894,12897,59122,8244
7/19/2013 17:00,21673,22038,3136,4629,18751,2879,12824,59056,8133
7/19/2013 18:00,21225,21955,3069,4431,18531,2821,12837,58364,7905
7/19/2013 19:00,20765,21675,3018,4437,18040,2659,12546,56749,7549
7/19/2013 20:00,20299,21177,2941,4399,17134,2488,11988,54848,7218
7/19/2013 21:00,19791,20387,2831,4305,16801,2340,11610,53467,6896
7/19/2013 22:00,19680,19788,2787,4268,16122,2294,11418,51688,6766
7/19/2013 23:00,18678,18814,2640,4103,15028,2159,10718,48022,6303
7/20/2013 0:00,17269,16805,2422,3808,13760,2013,9892,44251,5756
7/20/2013 1:00,16029,15356,2237,3532,12711,1888,9030,40992,5310
7/20/2013 2:00,15133,14217,2084,3309,11898,1781,8437,38396,5041
7/20/2013 3:00,14560,13335,1973,3133,11390,1712,7976,36475,4830
7/20/2013 4:00,14137,12631,1904,3023,10954,1677,7707,35063,4721
7/20/2013 5:00,13872,12166,1868,2947,10759,1656,7486,34177,4653
7/20/2013 6:00,13883,11758,1869,2956,10771,1683,7422,34003,4674
7/20/2013 7:00,13949,11606,1904,2988,10796,1699,7498,34219,4770
7/20/2013 8:00,14363,11732,1964,3104,11373,1736,7632,36003,5030
7/20/2013 9:00,15446,12680,2132,3416,12423,1836,7999,38411,5348
7/20/2013 10:00,16387,13771,2305,3716,13519,1966,8283,41253,5815
7/20/2013 11:00,17339,14884,2442,4012,14494,2050,8590,44133,6223
7/20/2013 12:00,18006,15833,2521,4216,15549,2161,8843,46634,6484
7/20/2013 13:00,18335,16443,2425,4329,16403,2293,8975,48703,6708
7/20/2013 14:00,18498,16874,2405,4414,16881,2361,9154,50111,6883
7/20/2013 15:00,18545,17116,2403,4524,17197,2345,9195,51147,6858
7/20/2013 16:00,18818,17381,2364,4549,17411,2308,9316,51930,6857
7/20/2013 17:00,18879,17610,2285,4283,17452,2250,9489,52244,6790
7/20/2013 18:00,18690,17702,2229,3999,17271,2260,9634,51898,6800
7/20/2013 19:00,18100,17459,2183,3844,16885,2211,9505,50585,6622
7/20/2013 20:00,17503,16856,2127,3711,16226,2147,9190,48700,6413
7/20/2013 21:00,17026,15966,2094,3628,15917,2107,8942,47545,6253
7/20/2013 22:00,16817,15600,2106,3620,15268,2047,8965,46024,6120
7/20/2013 23:00,16024,14941,2017,3448,14249,1955,8631,42786,5759
7/21/2013 0:00,14897,13944,1862,3180,13073,1818,7958,39414,5347
7/21/2013 1:00,13951,12795,1717,2937,11985,1714,7389,36371,4960
7/21/2013 2:00,13137,11936,1613,2742,11177,1631,6942,34094,4661
7/21/2013 3:00,12654,11221,1552,2621,10581,1568,6655,32344,4452
7/21/2013 4:00,12283,10655,1493,2520,10087,1553,6421,31102,4333
7/21/2013 5:00,12171,10323,1480,2494,9911,1521,6330,30353,4227
7/21/2013 6:00,12118,10097,1491,2471,9822,1542,6328,30003,4220
7/21/2013 7:00,12198,9897,1512,2486,9734,1536,6263,29844,4221
7/21/2013 8:00,12527,9892,1548,2526,10450,1568,6497,31380,4452
7/21/2013 9:00,13470,10620,1679,2698,11683,1654,7041,33910,4836
7/21/2013 10:00,14411,11541,1802,2924,12928,1768,7646,36850,5235
7/21/2013 11:00,15360,12511,1957,3184,14112,1886,8246,39724,5613
7/21/2013 12:00,16264,13470,2117,3488,15075,2002,8871,42378,5953
7/21/2013 13:00,16947,14456,2274,3738,15828,2107,9276,44367,6192
7/21/2013 14:00,17588,15280,2355,3916,16354,2197,9572,45750,6318
7/21/2013 15:00,17935,15865,2374,4029,16633,2264,9698,46634,6451
7/21/2013 16:00,18113,16269,2397,4140,16498,2309,9755,46874,6507
7/21/2013 17:00,18339,16433,2438,4222,16069,2348,9855,46504,6588
7/21/2013 18:00,18393,16311,2460,4273,15548,2300,9948,45650,6623
7/21/2013 19:00,18181,16037,2462,4220,15117,2190,9834,44327,6528
7/21/2013 20:00,17825,15509,2407,4076,14454,2078,9461,43064,6390
7/21/2013 21:00,17536,14914,2360,3986,14094,2075,9182,42665,6264
7/21/2013 22:00,17631,14687,2388,3978,13684,2095,9217,41870,6175
7/21/2013 23:00,16764,14084,2287,3789,12716,1996,8774,39279,5737
7/22/2013 0:00,15772,13190,2131,3500,11655,1856,8152,36263,5373
7/22/2013 1:00,14843,12281,1991,3254,10705,1748,7587,33588,4916
7/22/2013 2:00,14045,11530,1891,3038,10146,1641,7206,31703,4683
7/22/2013 3:00,13546,11058,1823,2928,9779,1605,6931,30622,4510
7/22/2013 4:00,13450,10738,1778,2829,9599,1575,6751,30079,4482
7/22/2013 5:00,13367,10613,1798,2845,9713,1563,6830,30398,4481
7/22/2013 6:00,13958,10804,1884,2951,10213,1628,7163,31852,4698
7/22/2013 7:00,14816,11354,2066,3186,10823,1720,7650,34080,5005
7/22/2013 8:00,15636,12169,2181,3328,11632,1833,8128,37007,5412
7/22/2013 9:00,16271,13309,2273,3463,12329,1954,8583,39566,5772
7/22/2013 10:00,16952,14422,2354,3603,12990,2086,8928,41816,6154
7/22/2013 11:00,17500,15348,2454,3709,13816,2167,9281,43937,6454
7/22/2013 12:00,18149,16404,2509,3754,14819,2218,9501,46015,6710
7/22/2013 13:00,18651,17253,2538,3782,15770,2266,9642,47768,6959
7/22/2013 14:00,19025,17927,2549,3818,16482,2294,9762,49292,7214
7/22/2013 15:00,19190,18568,2536,3879,16885,2348,9746,50031,7302
7/22/2013 16:00,19036,19018,2521,3951,17137,2293,9590,50388,7298
7/22/2013 17:00,18836,19227,2521,4026,17147,2263,9544,50357,7201
7/22/2013 18:00,18749,19427,2512,4035,16881,2216,9356,49777,7006
7/22/2013 19:00,18543,19362,2509,4007,16373,2150,9170,48173,6937
7/22/2013 20:00,18143,18901,2488,3901,15703,2101,9003,46515,6705
7/22/2013 21:00,17905,18163,2438,3794,15335,2083,8924,45819,6586
7/22/2013 22:00,17687,17696,2425,3764,14831,2070,8934,44032,6346
7/22/2013 23:00,16799,17084,2309,3582,13470,1919,8467,40804,5905
7/23/2013 0:00,15585,15773,2105,3293,12190,1750,7830,37332,5485
7/23/2013 1:00,14508,14400,1954,3003,11090,1632,7328,34477,5107
7/23/2013 2:00,13787,12938,1825,2827,10416,1567,6982,32581,4859
7/23/2013 3:00,13237,11878,1744,2729,9987,1537,6757,31168,4690
7/23/2013 4:00,13052,11366,1698,2659,9748,1501,6639,30414,4629
7/23/2013 5:00,13103,11081,1702,2672,9889,1525,6652,30571,4636
7/23/2013 6:00,13597,11036,1794,2794,10407,1587,6962,32056,4800
7/23/2013 7:00,14509,11389,1925,2978,11065,1691,7380,34233,5166
7/23/2013 8:00,15278,12103,2081,3180,11912,1777,7907,36732,5468
7/23/2013 9:00,16066,13212,2226,3409,12658,1865,8449,39018,5740
7/23/2013 10:00,16977,14067,2387,3650,13553,1948,8945,41119,6004
7/23/2013 11:00,18046,14696,2551,3938,14203,2036,9505,43486,6426
7/23/2013 12:00,18888,15133,2704,4169,15112,2143,9940,45522,6507
7/23/2013 13:00,19653,15453,2832,4321,15559,2254,10373,47206,6820
7/23/2013 14:00,20260,15711,2936,4506,16023,2344,10845,48535,6983
7/23/2013 15:00,20648,16017,2972,4621,16405,2380,10919,49501,7142
7/23/2013 16:00,20768,16107,2939,4627,16700,2440,10748,50106,7308
7/23/2013 17:00,20884,16067,2929,4373,17019,2456,10684,50478,7491
7/23/2013 18:00,20611,15818,2922,4176,17166,2413,10644,50310,7540
7/23/2013 19:00,20043,15240,2863,4216,16861,2250,10398,49313,7339
7/23/2013 20:00,19303,14336,2781,4175,16061,2122,10060,47375,7097
7/23/2013 21:00,18530,13410,2649,4043,15552,2041,9711,46027,6830
7/23/2013 22:00,18171,13052,2594,3992,14892,2009,9562,44483,6538
7/23/2013 23:00,16934,12686,2412,3744,13572,1866,8965,40813,6097
7/24/2013 0:00,15492,11778,2164,3413,12230,1750,8142,37020,5532
7/24/2013 1:00,14287,10753,1949,3078,11170,1635,7485,33827,5080
7/24/2013 2:00,13437,10038,1790,2842,10450,1558,7018,31676,4849
7/24/2013 3:00,12937,9525,1671,2655,9984,1510,6761,30299,4684
7/24/2013 4:00,12626,9196,1607,2532,9700,1496,6606,29515,4574
7/24/2013 5:00,12635,9025,1600,2504,9723,1485,6579,29485,4609
7/24/2013 6:00,13131,9140,1668,2588,10106,1541,6845,30678,4813
7/24/2013 7:00,13820,9514,1799,2706,10699,1598,7239,32779,5054
7/24/2013 8:00,14514,10188,1895,2858,11510,1663,7607,35657,5322
7/24/2013 9:00,15143,11190,1981,3011,12436,1751,7942,37947,5458
7/24/2013 10:00,15695,11855,2060,3152,13359,1808,8208,39782,5773
7/24/2013 11:00,16281,12265,2131,3259,13953,1866,8404,41245,5986
7/24/2013 12:00,16387,12644,2190,3332,14573,1884,8484,42304,6091
7/24/2013 13:00,16669,12903,2243,3434,15283,1880,8624,43114,6151
7/24/2013 14:00,17187,13104,2284,3528,15776,1916,8702,43990,6310
7/24/2013 15:00,17632,13331,2305,3621,16101,1924,8677,44508,6351
7/24/2013 16:00,17712,13428,2296,3678,16288,1938,8689,44892,6441
7/24/2013 17:00,17774,13489,2298,3714,16252,1966,8683,45090,6513
7/24/2013 18:00,17739,13458,2276,3728,16150,1970,8514,44930,6527
7/24/2013 19:00,17425,13253,2240,3661,15597,1902,8353,43536,6457
7/24/2013 20:00,16965,12807,2164,3529,14839,1830,8126,41392,6317
7/24/2013 21:00,16498,12355,2086,3371,14383,1761,7952,39993,6037
7/24/2013 22:00,16405,12264,2073,3350,13885,1756,8052,38712,5942
7/24/2013 23:00,15455,12134,1961,3132,12711,1653,7640,35284,5518
7/25/2013 0:00,14079,11259,1783,2851,11464,1521,7077,31790,5050
7/25/2013 1:00,13132,10329,1655,2598,10397,1436,6616,28867,4645
7/25/2013 2:00,12546,9625,1560,2443,9670,1402,6336,26968,4390
7/25/2013 3:00,12089,9170,1492,2352,9162,1349,6171,25739,4242
7/25/2013 4:00,11950,8879,1449,2272,8899,1320,6082,25033,4152
7/25/2013 5:00,11935,8742,1470,2282,8839,1333,6148,25142,4233
7/25/2013 6:00,12393,8913,1546,2378,9284,1383,6372,26267,4421
7/25/2013 7:00,12984,9347,1666,2546,10001,1454,6721,28050,4619
7/25/2013 8:00,13648,10015,1783,2707,10403,1550,7162,30001,4842
7/25/2013 9:00,14396,11030,1881,2869,10701,1643,7500,31281,5076
7/25/2013 10:00,14998,11751,1967,3044,11071,1706,7837,32119,5230
7/25/2013 11:00,15670,12296,2053,3198,11685,1774,8097,33166,5442
7/25/2013 12:00,16022,12819,2095,3280,12171,1826,8226,33911,5582
7/25/2013 13:00,16463,13227,2152,3338,12519,1871,8343,34467,5711
7/25/2013 14:00,16865,13615,2210,3414,12880,1878,8551,35097,5861
7/25/2013 15:00,17192,13997,2239,3544,13166,1904,8605,35388,5940
7/25/2013 16:00,17396,14264,2254,3612,13399,1936,8658,35685,6052
7/25/2013 17:00,17582,14485,2292,3693,13648,1958,8701,35843,6188
7/25/2013 18:00,17701,14549,2307,3700,13771,1954,8669,35712,6225
7/25/2013 19:00,17439,14324,2284,3673,13462,1925,8594,34804,6216
7/25/2013 20:00,16932,13791,2237,3558,12838,1855,8409,33948,6013
7/25/2013 21:00,16495,13410,2168,3438,12544,1817,8257,33967,5871
7/25/2013 22:00,16370,13524,2162,3387,12212,1745,8359,33549,5799
7/25/2013 23:00,15465,13273,2035,3184,11108,1719,7843,31207,5413
7/26/2013 0:00,14079,12403,1850,2906,9986,1546,7267,28594,4933
7/26/2013 1:00,13013,11399,1703,2645,9168,1451,6751,26448,4537
7/26/2013 2:00,12349,10588,1596,2481,8545,1391,6448,25019,4279
7/26/2013 3:00,11900,10024,1532,2373,8147,1351,6209,24309,4152
7/26/2013 4:00,11782,9676,1488,2321,7972,1330,6147,23931,4062
7/26/2013 5:00,11771,9491,1500,2325,8144,1336,6194,24179,4118
7/26/2013 6:00,12346,9581,1577,2421,8506,1385,6432,25505,4268
7/26/2013 7:00,12894,10128,1697,2581,8971,1470,6755,27253,4490
7/26/2013 8:00,13483,10877,1810,2732,9755,1555,7225,29677,4715
7/26/2013 9:00,14136,11556,1926,2932,10600,1645,7702,31838,5032
7/26/2013 10:00,14894,12145,2041,3116,11349,1752,8118,33590,5311
7/26/2013 11:00,15800,12431,2132,3310,12116,1857,8453,35324,5585
7/26/2013 12:00,16287,12687,2205,3454,12723,1909,8657,36546,5821
7/26/2013 13:00,16816,12821,2267,3564,13185,1958,8777,37581,5960
7/26/2013 14:00,17203,12801,2336,3695,13619,2004,9041,38772,6135
7/26/2013 15:00,17580,12837,2374,3778,14042,2045,9109,39786,6263
7/26/2013 16:00,17926,12764,2396,3850,14402,2090,9147,40575,6446
7/26/2013 17:00,18116,12639,2423,3895,14729,2097,9205,41294,6552
7/26/2013 18:00,17955,12522,2393,3869,14740,2134,9185,41470,6636
7/26/2013 19:00,17714,12339,2331,3749,14319,2041,9006,40649,6499
7/26/2013 20:00,17125,12104,2249,3563,13493,1955,8812,38903,6304
7/26/2013 21:00,16555,11927,2156,3476,12969,1907,8552,37621,6002
7/26/2013 22:00,16491,12025,2169,3450,12458,1861,8543,36549,5813
7/26/2013 23:00,15566,11970,2034,3270,11433,1736,8050,33870,5345
7/27/2013 0:00,14444,11285,1857,3050,10415,1598,7375,30965,4875
7/27/2013 1:00,13355,10449,1699,2837,9536,1491,6789,28412,4496
7/27/2013 2:00,12694,9696,1583,2669,8892,1433,6440,26623,4261
7/27/2013 3:00,12331,9218,1517,2549,8449,1382,6250,25437,4129
7/27/2013 4:00,12045,8841,1471,2468,8236,1339,6051,24654,4018
7/27/2013 5:00,11780,8677,1454,2380,8145,1332,6025,24354,3966
7/27/2013 6:00,12038,8601,1474,2388,8215,1354,6102,24548,4038
7/27/2013 7:00,12192,8751,1528,2476,8280,1369,6194,24840,4087
7/27/2013 8:00,12598,8807,1555,2526,8912,1405,6418,26558,4235
7/27/2013 9:00,13149,9243,1647,2641,9779,1484,6741,29212,4572
7/27/2013 10:00,13762,9667,1734,2786,10954,1554,7061,31924,4883
7/27/2013 11:00,14430,10039,1788,2896,11873,1626,7284,34418,5163
7/27/2013 12:00,14746,10280,1799,2965,12728,1641,7422,36106,5361
7/27/2013 13:00,14979,10418,1797,2970,13396,1668,7450,37269,5497
7/27/2013 14:00,15014,10428,1804,2997,13740,1675,7377,38250,5554
7/27/2013 15:00,15060,10218,1828,3086,13915,1711,7350,39039,5600
7/27/2013 16:00,14918,10000,1864,3089,13904,1748,7380,39683,5570
